id,gia,tieu_de,mo_ta_chi_tiet,thuong_hieu,dong_xe,nam_dang_ky,so_km_da_di,tinh_trang,loai_xe,dung_tich_xe,xuat_xu
72,27.0,Xe nhà đi cần bán,Xe nhà đi Xe đẹp xe ít đi Xe chính chủ bao công chứng hay ủy quyền,Yamaha,Exciter,2018.0,26264.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản
73,22.9,Air Blade Fi THÁi Có trao đổi gl,zin nguyên bản căng đét Xe nhập Thái Fi Máy qúa chất Có giao lưu trao đổi xe khác Xe Cầm thanh lý bao tranh chấp Sang tên thông tư ok Đã check ok đầy đủ Biển SG 54K,Honda,Air Blade,2010.0,12779.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan
74,9.2,Wave a em đi học ít đi giữ kĩ chính chủ bs HCM,Em lên đời xe tay ga dư bán nhé Ba mua cho em dei học Giờ em đi làm em đổi xe tay ga dư em bán nhé Xe đời 2008 Xe nhật đúng hãng honda Máy móc còn zin nguyên chưa sửa gì ạ Xe chính chủ ra công chứng sang tên được nhé Có đầy đủ chức năng Máy êm thì thầm Ai có nhu cầu mua lại thì gọi cho em nha,Honda,Wave,2018.0,25.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
75,11.0,Cúp Nhật 86 Kim Vàng Giọt Lệ,Xe Cúp Nhật 86 Kim Vàng Giọt Lệ cực đẹp biển cực Víp xe tâm huyết nhà e đẹp leng keng miễn bàn Đời cao chót vót Xe màu vỏ dưa đẹp nhất trên dòng xe Cúp Nhật Máy Zin êm ru ru thì thầm mùa xuân miễn bàn máy ko im chửi Cha e Xe giấy tờ đầy đủ Cúp 50 cc đi ko cần bằng lái Lưu Ý giá tốt Ae đam mê Ae mua dc hả gọi e ko bới miễn trả giá e ko trả lời tin nhắn Mua vui lòng gọi trực tiếp,Honda,Cub,1997.0,12000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản
76,35.5,dư dùng,Sh ý 150 sx 2005 xe zin chưa rớt đầu nút đèn pha chưa mở ngoại hình đẹp mọi chức năng hoạt động tốt công chứng sang tên trong ngày xem xe quận 1,Honda,SH,2005.0,49000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
77,9.0,Bấn vesspa LX 125 như hình,Mình còn dư xe vesspa LX như hình xe mới đi ít máy rất êm,Piaggio,Vespa,2011.0,11000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
78,8.0,Wave A Nhật còn chạy tốt BSTP,Mình cần để lại chiếc Wave A Nhật máy móc còn chạy tốt Có Cavet và giấy mua bán cửa hàng Mọi người liên hệ mình nhé,Honda,Wave,2007.0,45000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
79,27.5,Cần bán xe lead 2020 up 4val xe nguyên zin 27 5,lead 2020 up 4val xe chính chủ uỷ quyền sang tên đầy đủ xe nguyên zin odo thấp,Honda,Lead,2020.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
80,39.0,cần bán lead 4val 2023,Cần bán lead 2023 Xe chính chủ Bs HCM Tân Phú,Honda,Lead,2023.0,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
81,18.0,Xe sh ý 2005 Không sữ dụng cần bán,Xe mình đi làm hàng ngày Máy êm mạnh vọt Anh em mua về dổ xăng là đi Dàn áo cũ theo thời gian anh mua về lên 2012 hoặc dọn mới ok hết Xe cứng cáp full mọi chức năng Giá bán rẽ cho anh em về dọn,Honda,SH,2025.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
82,29.5,honda lead 125 mau vang nau,Bán xe 9 chủ ky giay dk lan dau 01 2020 xe nha ích chay có trầy do để ở chung cư bs tphcm zin vỏ theo xe còn dày bánh dau chua mở phiên bản đặt biệt smarkey lef 2 từng odo 18000 còn xe chua lm gi het ca vet mau xanh chua huy uy lan nao ngay chu ky e k nhan tn ae alo cho nhanh gia dep,Honda,Lead,2020.0,180000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
83,26.5,bán future fi 125,Xe zin chưa rớt đầu Bs TP Chính chủ sang tên công chứng 1 nốt nhạc,Honda,Future,2021.0,21000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
84,17.0,Dư xe,Chính chủ công chứng sang tên nhanh gọn ưu tiên có bớt chút lộc xe đi kỹ,Honda,Wave,2022.0,40000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
85,16.0,Đổi xe cần thanh lý xe Zelioni,Mình có con Zelioni đi đc hơn 800 km Xe đăng ký 2024 Ít đi đa phần xe mình để nhà Xe đèn sau do bà cô dựng xe trượt xe bị đổ mới vỡ đèn sau Nguyên zin Xe có sao mình ns vậy Biển quận 1 Ae nào cần cứ ib Fix đẹp cho ae lấy lẹ,Hãng khác,Dòng khác,2024.0,800.0,Đã sử dụng,Tay ga,Dưới 50 cc,Đài Loan
86,8.6,Xe chính chủ máy êm,Do nhu cầu đổi xe cần bán lại cho ai chạy đi làm cực êm ít hao xăng xe ký giấy mua bán sang tên trong ngày mau lẹ,Honda,Wave,2017.0,25.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
87,75.0,CẦN BÁN XE SH 2020 150 CBS 2020 TRẮNG GIÁ TỐT,SH 2020 150 CBS 2020 TRẮNG CHÍNH CHỦ 1 ĐỜI CHỦ Odo 49530 Xe chạy kĩ 2000km thay nhớ 1 lần LIQUI 3000 Thay nhớt Lap vệ sinh nồi Giá mong muốn 76tr LH Phát Chính chủ Xem xe tại Quận 1,Honda,SH,2020.0,49530.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
88,9.5,Xe cần bán,Xe nhà đi nay cần bán Xe hoạt động bình thường Xe chính chủ Xe ít hao xăng,Honda,Wave,2006.0,666666.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
89,4.0,54zz máy nhão gtdd,Máy 54zz máy kêu Bán hoặc giao lưu mio hoặc luvias,Yamaha,Exciter,2023.0,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
90,2.5,Cần bán gấp xe tay ga giá rẻ,Xe y hình dành cho mấy chị em công nhân đang cần xe giá rẻ để đi làm và đi chợ,SYM,Elizabeth,2013.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
91,17.0,Bán xe chưa qua sử dụng,Xe mới vừa từ Head Honda về chưa đăng ký biển số xe luôn Muốn bán lại giá 17tr Có thỏa thuận Nơi bán Q1 tp HCM Xe màu đỏ đen như hình,Honda,Wave,2025.0,30.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
92,26.0,Bán Vespa nhập nguyên chiếc Ý,Cần bán Vespa 4 Van nhập khẩu Ý Biển số phong thuỷ 8838 là Phát phát mãi phát Xe đẹp máy êm giấy tờ đầy đủ bao công chứng Xe chạy rất vọt máy im ru Xem xe Quận 1 tại nhà,Piaggio,GTS,2009.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
93,5.5,Cần đổi xe,Xe nguyên zin chưa qua làm máy ai cần liên hệ qua số dt,Honda,Wave,2005.0,15381.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
94,13.4,Xe mới dọn sạch sẽ,Cần bán xe như hình 2018 nói chung xe sạch sẽ ko cần ta nhiều,Honda,Wave,2018.0,39000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
95,15.0,Bán cho ae dam mê xe xipo,Xe đẹp như hình máy bao ngon bao êm mua về chỉ chạy ko nhận tin nhấn mua gọi đt hoặc zalo nhé ok,Suzuki,Sport / Xipo,1998.0,15000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
96,16.5,Cần ra đi em Winner X ít sử dụng 2019 BSTP,Winner X 2019 máy nguyên zin 100 ít sử dụng cần ra đi giấy tờ hợp lệ sang tên thoải mái LH Xem xe q1,Honda,Winner X,2019.0,44000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
97,45.0,Cần bán xe Sh ý 2007 9C do ko còn nhu cầu sử dụng,xuất xứ Ý tình trạng dàn áo hơi phai màu mua về sơn lại là được máy móc chưa rớt đầu giấy tờ chính chủ có thể sang tên giá cả có thể thương lượng lại xem xe tại 106 Mai Thị Lựu P Đa Kao Quận 1,Honda,SH,2007.0,71000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
98,17.5,Liberty 2016 Zin Bstp Chính chủ,Hình sao xe bên ngoài như vậy Xe Liberty ABS màu đỏ cavet 2016 Biển số Bình Thạnh HCM Xe chính chủ ký bán Full zin đã thay chống trợ lực dựng chống đứng rất nhẹ Odo chuẩn 30k Xe từ lúc mua mới về sao để vậy chạy chưa đâm đụng chưa mở máy Bao kiểm tra Coi xe ở Q1 hoặc Q12,Piaggio,Liberty,2016.0,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
99,15.8,Honda PCX 125,Dừng gọi Chỉ tin nhắn riêng tư Xe E Dọn Tâm Huyết Từ Trong Ra Ngoài Sơn Si Trong Hãng Nguyên Chiếc Dọn Từ Những Chi Tiết Nhỏ Của Xe Mua Về Chỉ Việc Đổ Xăng Chạy Vi Vu Xe Đẹp Máy Êm Dàn Ngoài Không Khác Gì Xe Mới,Honda,PCX,2011.0,25000.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan
100,4.9,ELIZABETH FI ĐỜI CUỐI BSTP NHẬP KHẨU CỰC ÊM BỀN,Elizabeth Có Fi Hàng Nhập khẩu Đài Loan sx nguyên Chiếc Siêu bền Sơn đen đỏ zin đẹp Trầy nhẹ Theo Tg Máy Cực êm như xe Điện Đi xa rất tốt Trên 55km lít Full đầy đủ các chức năng Về đi ngay không cần phải chỉnh sửa gì cả Có đầy đủ Giấy tờ BSTP Cccd chủ Hồ sơ ủy quyền Theo xe Nhà bán bao tranh chấp toàn quốc Kiểu dáng gọn đẹp lịch sự phù hợp với mọi người Thích hợp hssv ACE về Chạy Grap Bi Các chị đi chợ đều cực kỳ tiện dụng Cốp cực rộng yên dài Chở thêm được cháu nhỏ Mời lh 56 a1 Nguyễn Đình Chiểu Q1 Vl gọi LH trực tiếp Ưu tiên nhanh gọn lẹ Tk s,SYM,Venus,2014.0,32668.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan
101,11.1,Bán cho ai có nhu cầu,Xe chính chủ Giá còn thương lượng 32 16 nguyễn hữu cầu,Hãng khác,Dòng khác,2001.0,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
102,74.5,bán xe sh 125i 2023 bstp,Mình bán xe chính chủ biển số tp quận tân phú Xe có dán keo gỡ keo ra là k có vết trầy Chạy 10605km mua 7 2023,Honda,SH,2023.0,10605.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
103,19.999999,Bán se lấy tiền ăn Tết,Xe chay em nhẹ bảo duong dinh ky thay nhớt motul mỗi 1500km bán hoặc đổi Quynh Nơ nha ba con,Honda,Sonic,2020.0,47744.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
104,16.5,Bán Con Em PCX Như Hình,Bán Con Em PCX Đời 2010 125 Như Hình Chính Chủ Đã Ủy Quyền 20 Năm Máy Mọc Zin Bao Êm Ko Hề Hú Hí Tiết Kiệm Xăng Công Tắc Tự Tắt Máy Khi Dừng Xe Nội Thật Ngoài Bao Đẹp Xe Đi Giữ Kỹ Thay Nhớt Thường Xuyên Giá E Nó 16500tr Khỏi Mặc Cả Thị Trường 19tr 20tr Tôi Bán Giá Đó A E Thấy Hợp Lý Alo,Honda,PCX,2010.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan
105,10.5,Dio Fit 50cc,E cần bán xe Honda Dio máy hai thì êm mạnh máy chưa mở hay sữa chữa xe nc sơn zin có khoá chống đứng phòng trộm cắp vỏ mới thay mua về chỉ có đổ xăng chạy xem xe tại tphcm q3 q1 có fix cho ace nhiệt tình xin cảm ơn ạ,Honda,Dòng khác,2005.0,7000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản
106,2.6,Xe hoạt động tốt giá xe chạy sang,Xe mỗi chức năng hoạt động tốt ai cần đi làm đi nhậu đều hợp lệ cả nay không sử dụng để ai có nhu cầu xin liên hệ em,Honda,Air Blade,2011.0,23.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
107,33.0,Xe Exciter 155 năm đăng kí 2022 màu xanh Gp,Xe chính chủ sang tên toàn quốc Có fix cho mọi người mua nhanh lẹ,Yamaha,Exciter,2022.0,280000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
108,13.5,Future 1 đời 2000 xe cọp,Nhà dư dùng e giao lưu con tâm huyết xe Future 1 đời 2000 nhập Thái Nguyên con Xe giấy tờ đầy đủ Xe đầu nồi chưa hề đụng chạm Zin Nguyên Bản cả áo theo xe từ trc đến giờ Máy cực chất im hơn xe hơi đời mới êm hơn tủ lạnh Xe biển Víp Víp Lưu Ý giá tốt nên ko bớt Ae mua dc hả gọi Khỏi mất thời gian,Honda,Dream,2000.0,12000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
109,12.0,còn thương lượng,Cần bán gấp xe như mới Liên hệ nhanh với e nha,Hãng khác,Dòng khác,2001.0,150000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
110,5.3,Cúp Nhật 81 Sơn Zin mộc đẹp,E giao lưu Ae chiếc xe cúp 81 50 CC đời cao Sơn Zin mộc Cục máy Nguyên Zin chưa đụng chạm cực chất Xe giấy tờ đầy đủ biển đẹp Xe cùm còi điện đèn xi nhan trc sau Zin mặt nạ Zin Ae dam mê thjk xe mộc Sơn Zin máy chất thì thầm Lưu Ý Giá cực tốt Ae mua dc hả gọi Khỏi trả giá lăn tăn mất thời gian E ko trả lời tin nhắn Cảm ơn,Honda,Cub,1998.0,12000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản
111,9.0,cần bán xe wave cũ,Xe của mình chưa sữa máy Có thể sang tên vì mẹ mình đứng tên,Honda,Wave,2008.0,62000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
112,8.5,xe Lead 110cc cốp siêu bự máy đã làm lại siêu mươt,ai mua liên hệ mình nhé viết giấy tay hồ sơ đầy đủ và cà vẹt gốc thương lượng xin cám ơn,Honda,Lead,2010.0,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
113,8.5,xe chính chủ leda 110 xe nữ đang đi còn rất mới,Xe Nhật xe nữ đi nên con rất mới Bảo trì định kỳ,Honda,Lead,2010.0,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
114,7.5,Xe chạy êm ít hao xăng máy còn mới,Tình trạng xuất xứ đúng với mô tả giấy tờ hợp lệ dòng xe cũ nhưng không sử dụng nên bán cho ai có nhã ý mua ạ,Honda,Chaly,1980.0,19000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản
115,9.7,Cúp Nhật 50 Cc màu xanh biển đẹp,Bà xã nhăn nhăn nhà ở chợ chật chội Em thanh lý con cúp Nhật Xe tâm huyết biển Víp Víp máy cực chất im ru ru thì thầm mùa Xuân Xe đề nhẹ là nổ máy thì thầm Cúp Nhật 50 Cc đi rất tiết kiệm xăng ko cần bằng lái XE GiẤY TỜ ĐẦY ĐỦ Lưu Ý giá ko bớt Ae mua dc hả gọi khỏi mất thời gian Khách mua vui lòng gọi trực tiếp Miễn trả lời tin nhắn,Honda,Cub,1997.0,12000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản
116,38.0,Xe sh 125 Fi,Mình đang cần bán xe sh 125Fi Xe còn 90 Chạy gần 29000 Giấy tờ công chứng 1L,Honda,SH,2018.0,29000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
117,20.5,FuX 2010 dạo phố làm gần ko FI nguyên zin 20tr,Xe Fux không Fi đen đỏ chính chủ mua 2010 Biển số Q1 phanh đĩa xe dùng đi làm gần nhà 7km lanh quanh Số công to 60000km Không tai nạn hay đâm đụng Chưa đụng gì đến máy chỉ 1 lần thay bố nồi 2 lần thay sên nhông dĩa 1 lần thay yên Chủ làm kỹ thuật kỹ tính nhớt 30w 1500km yên tâm máy móc động cơ khung gầm Xe đi làm quanh Q1 khỏi lo thủy kích Mua về yên chí mà đi,Honda,Future,2010.0,60000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
118,17.0,Eciter 150 Camo đk 09 2015 biển số SG Q1 chính chủ,Bán Exciter 150cc màu Camo đăng ký tháng 9 2015 Cavet chính chủ SG Q1 Chính chủ bán Giá 17tr fix Xe tại Q1 SG LH gặp Thế Anh chính chủ bán,Yamaha,Exciter,2015.0,65.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản
119,9.5,dọn nhà thanh lý chiếc xe cọp 19xx,thanh lý xe kiển cho anh em dùng đi cà phê tán gái nè,Suzuki,Dòng khác,1998.0,500.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Mỹ
120,7.3,SUZUKI IMPULSE Fi NHẬT BẢN SX BSTG ÊM SIÊU BỀN,Suzuki impulse Fi Nhật Bản sx Sơn Zin Đỏ Đen bóng đẹp Có trầy nhẹ Theo tg Máy cực êm Phun xăng điện tử Đi xa rất tốt rất lợi xăng Full đầy đủ các chức năng Về đi ngay không cần phải chỉnh sửa gì cả Có giấy tờ cavert Cccd chủ đầy đủ BSTG 9 nút lộc phát mang lại nhiều may mắn nhé Nhà bán bao tranh chấp toàn quốc Kiểu dáng đẹp phù hợp với mọi giới Thích hợp hs SV Ace về chạy Grap Bi Cốp rộng Yên đại dài chở thêm được cháu nhỏ Mời lh 56 a1 Nguyễn Đình chiểu q1 A Hưng vl gọi LH trực tiếp Tk s all,Suzuki,Impulse,2016.0,36688.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
121,37.0,DƯ KHÔNG DÙNG BÁN ĐỂ LÀM CHI,Nhà dư Mô tô phân khối nhỏ 200cc Duke KTM đời 2019 đăng ký lần đầu 2022 Biển số Sài gòn chính chủ ký bán hơn 1 nốt nhạc Anh chị quan tâm liên hệ test thoải mái,KTM,Duke 200,2022.0,229000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nước khác
122,31.0,cần bán lại xe vision 2022 đi đc 12 000km,Xe chính chủ có thương lượng Xe mẹ đi chợ chạy kĩ,Honda,Vision,2022.0,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
123,50.0,Xe Honda tay côn 250cc,Xe còn mới hầu như ít sử dụng đi nước ngoài định cư nên pass lại Bộ giảm thanh Bộ ly hợp và tay phanh là hàng thật mua từ Nhật mang về thay vô xe như hình,Honda,Dòng khác,2012.0,8850.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản
124,25.0,Bán xe Mobylette AV37 1954,Xuất xứ Pháp Màu Xanh oliu Phụ kiện tặng kèm giỏ hồng,Hãng khác,Dòng khác,1980.0,100.0,Đã sử dụng,Tay ga,Đang cập nhật,Nước khác
125,30.0,Cần thanh lý lại Xe,Xe còn rất mới chỉ đi được 2 lần chương,Hãng khác,Dòng khác,1980.0,50.0,Đã sử dụng,Tay ga,Dưới 50 cc,Nước khác
126,24.0,Lead 125 2019 smartkey 2 chìa zin xe zin 100,Xe em gái bd hãng lưu ý là chứng sang tên no sms giá còn fix nhẹ,Honda,Lead,2019.0,53000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
127,35.0,KTM Duke 200 Đăng ký lần đầu T1 2022 ODO 2V3,Cần bán KTM Duke 200 Đăng ký lần đầu T1 2022 Chính chủ biển số SG Lên một số đồ chơi cơ bản Vừa bảo dưỡng lớn mua về chỉ cần đổ xăng chạy ODO 2V3 Còn giảm giá cho anh em có thiện chí,KTM,Duke 200,2022.0,23000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nước khác
128,12.0,AB 2017 Siêu nhân,Xe đẹp máy êm chạy nhẹ mạnh Xe đời 2017 khóa thường Xe đã thay nhớt đầy đủ Xe đầy đủ các chức năng Công tơ mét còn hoạt động Bán 12 triệu Mua lầm nên bán rẻ Xin đọc kỹ trước khi dt và ai mua bán xe xin bỏ qua dùm mình cảm ơn,Honda,Air Blade,2017.0,82288.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
129,18.0,Bán xe Exciter 150,cần bán xe Exciter GP 150 màu xanh mới 85 máy móc bảo đảm nguyên zin giấy tờ chính chủ hợp lệ,Yamaha,Exciter,2015.0,28500.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
130,6.5,Xe nouvo sx 5 Fi,Do nhu cầu đổi xe mới nên cần thanh lý 1 xe yamaha nouvo 5 Fi dòng phun xăng điện tử kg hao xăng Xe giấy tờ đầy đủ kg 9 chủ do mua lại của ng quen Biển số TP Q8 Anh chị mua xe em viết giấy mua bán bao tranh chấp photo cccd cjo yên tâm Xe hiện trạng như sau máy rất êm láp kg hú đề dể nổ đèn còi đầy đủ dàn áo có trầy theo năm tháng xe chạy mạnh nhích ga rất nhẹ xe đa phần ít đi xa do em làm bảo vệ 24 7 kg đi đâu đc Anh chị có nhu cầu xin liên hệ nếu ở xa em fix 1 bình xăng đầy vui vẻ giá còn thương lượng nếu ai có thiện chí mua Xin cám ơn chợ tốt,Yamaha,Nouvo,2012.0,9435.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
131,35.0,cần bán nhanh em SH 212,Xe vừa bảo dưởng bán nhanh xe 1 đời chủ cho anh em thiện chí trả được giá qua xem xe chốt nhanh chính chủ ký uỷ quyền,Honda,SH,2012.0,90000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
